Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category
J330,M01,Additive,4.14,54,8.66,86,2023-03-20 14:50:00,2023-03-20 15:44:00,2023-03-20 14:49:00,2023-03-20 15:43:00,Completed,Low Efficiency
J331,M04,Additive,4.45,27,5.78,97,2023-03-20 15:00:00,2023-03-20 15:27:00,2023-03-20 14:55:00,2023-03-20 15:22:00,Completed,Low Efficiency
J332,M05,Grinding,1.19,114,9.52,81,2023-03-20 15:10:00,2023-03-20 17:04:00,2023-03-20 15:06:00,2023-03-20 17:00:00,Completed,Low Efficiency
J333,M02,Lathe,1.15,61,11.45,85,2023-03-20 15:20:00,2023-03-20 16:21:00,2023-03-20 15:32:00,2023-03-20 16:33:00,Delayed,Low Efficiency
J334,M04,Milling,2.7,67,5.28,84,2023-03-20 15:30:00,2023-03-20 16:37:00,,,Failed,Low Efficiency
J335,M05,Additive,2.63,59,13.01,85,2023-03-20 15:40:00,2023-03-20 16:39:00,2023-03-20 15:44:00,2023-03-20 16:43:00,Completed,Moderate Efficiency
J336,M05,Grinding,4.69,25,10.4,87,2023-03-20 15:50:00,2023-03-20 16:15:00,2023-03-20 15:48:00,2023-03-20 16:13:00,Completed,Low Efficiency
J337,M02,Lathe,2.15,78,13.17,97,2023-03-20 16:00:00,2023-03-20 17:18:00,2023-03-20 16:16:00,2023-03-20 17:34:00,Delayed,Low Efficiency
J338,M01,Additive,2.04,71,13.97,93,2023-03-20 16:10:00,2023-03-20 17:21:00,2023-03-20 16:05:00,2023-03-20 17:16:00,Completed,Low Efficiency
J339,M03,Lathe,1.8,74,11.52,94,2023-03-20 16:20:00,2023-03-20 17:34:00,2023-03-20 16:25:00,2023-03-20 17:39:00,Completed,Moderate Efficiency
J340,M05,Drilling,2.2,58,6.8,92,2023-03-20 16:30:00,2023-03-20 17:28:00,2023-03-20 16:55:00,2023-03-20 17:53:00,Delayed,Low Efficiency
J341,M03,Grinding,1.18,96,13.66,91,2023-03-20 16:40:00,2023-03-20 18:16:00,,,Failed,Low Efficiency
J342,M04,Grinding,1.92,118,5.0,98,2023-03-20 16:50:00,2023-03-20 18:48:00,,,Failed,Low Efficiency
J343,M02,Grinding,4.88,100,10.38,90,2023-03-20 17:00:00,2023-03-20 18:40:00,2023-03-20 16:56:00,2023-03-20 18:36:00,Completed,Low Efficiency
J344,M01,Lathe,3.32,94,14.98,86,2023-03-20 17:10:00,2023-03-20 18:44:00,2023-03-20 17:15:00,2023-03-20 18:49:00,Completed,Moderate Efficiency
J345,M05,Lathe,3.07,37,6.03,85,2023-03-20 17:20:00,2023-03-20 17:57:00,,,Failed,Low Efficiency
J346,M04,Drilling,3.59,29,13.78,80,2023-03-20 17:30:00,2023-03-20 17:59:00,2023-03-20 17:29:00,2023-03-20 17:58:00,Completed,Low Efficiency
J347,M01,Lathe,4.02,73,14.45,96,2023-03-20 17:40:00,2023-03-20 18:53:00,2023-03-20 17:37:00,2023-03-20 18:50:00,Completed,Low Efficiency
J348,M02,Drilling,1.74,92,8.79,91,2023-03-20 17:50:00,2023-03-20 19:22:00,2023-03-20 17:51:00,2023-03-20 19:23:00,Completed,High Efficiency
J349,M04,Grinding,3.27,86,10.39,96,2023-03-20 18:00:00,2023-03-20 19:26:00,2023-03-20 17:58:00,2023-03-20 19:24:00,Completed,Low Efficiency
J350,M03,Additive,2.11,77,10.81,95,2023-03-20 18:10:00,2023-03-20 19:27:00,2023-03-20 18:09:00,2023-03-20 19:26:00,Completed,Low Efficiency
J351,M04,Additive,2.12,51,9.83,87,2023-03-20 18:20:00,2023-03-20 19:11:00,2023-03-20 18:22:00,2023-03-20 19:13:00,Completed,Moderate Efficiency
J352,M01,Lathe,2.46,93,14.04,82,2023-03-20 18:30:00,2023-03-20 20:03:00,2023-03-20 18:33:00,2023-03-20 20:06:00,Completed,Moderate Efficiency
J353,M02,Additive,2.46,36,5.98,84,2023-03-20 18:40:00,2023-03-20 19:16:00,2023-03-20 18:43:00,2023-03-20 19:19:00,Completed,High Efficiency
J354,M03,Grinding,1.3,61,13.62,84,2023-03-20 18:50:00,2023-03-20 19:51:00,2023-03-20 18:55:00,2023-03-20 19:56:00,Completed,Moderate Efficiency
J355,M03,Drilling,4.99,87,5.88,80,2023-03-20 19:00:00,2023-03-20 20:27:00,2023-03-20 18:57:00,2023-03-20 20:24:00,Completed,Low Efficiency
J356,M01,Lathe,2.22,101,10.12,85,2023-03-20 19:10:00,2023-03-20 20:51:00,2023-03-20 19:09:00,2023-03-20 20:50:00,Completed,Low Efficiency
J357,M05,Additive,2.75,116,11.31,99,2023-03-20 19:20:00,2023-03-20 21:16:00,2023-03-20 19:15:00,2023-03-20 21:11:00,Completed,Low Efficiency
J358,M01,Grinding,4.12,66,8.79,93,2023-03-20 19:30:00,2023-03-20 20:36:00,,,Failed,Low Efficiency
J359,M04,Grinding,2.73,90,7.96,91,2023-03-20 19:40:00,2023-03-20 21:10:00,2023-03-20 19:38:00,2023-03-20 21:08:00,Completed,Low Efficiency
J360,M05,Additive,1.81,29,8.0,97,2023-03-20 19:50:00,2023-03-20 20:19:00,2023-03-20 19:55:00,2023-03-20 20:24:00,Completed,Moderate Efficiency
J361,M05,Drilling,4.31,83,4.43,85,2023-03-20 20:00:00,2023-03-20 21:23:00,2023-03-20 19:56:00,2023-03-20 21:19:00,Completed,Low Efficiency
J362,M02,Drilling,1.25,50,12.64,83,2023-03-20 20:10:00,2023-03-20 21:00:00,2023-03-20 20:14:00,2023-03-20 21:04:00,Completed,Moderate Efficiency
J363,M04,Milling,4.13,118,3.21,85,2023-03-20 20:20:00,2023-03-20 22:18:00,2023-03-20 20:15:00,2023-03-20 22:13:00,Completed,Low Efficiency
J364,M05,Additive,2.57,115,6.41,81,2023-03-20 20:30:00,2023-03-20 22:25:00,2023-03-20 20:33:00,2023-03-20 22:28:00,Completed,High Efficiency
J365,M05,Additive,4.36,106,9.52,94,2023-03-20 20:40:00,2023-03-20 22:26:00,2023-03-20 20:37:00,2023-03-20 22:23:00,Completed,Low Efficiency
J366,M03,Drilling,1.15,47,12.4,92,2023-03-20 20:50:00,2023-03-20 21:37:00,2023-03-20 20:52:00,2023-03-20 21:39:00,Completed,Moderate Efficiency
J367,M05,Drilling,3.64,38,12.38,93,2023-03-20 21:00:00,2023-03-20 21:38:00,2023-03-20 21:02:00,2023-03-20 21:40:00,Completed,Moderate Efficiency
J368,M03,Grinding,3.79,63,8.96,85,2023-03-20 21:10:00,2023-03-20 22:13:00,2023-03-20 21:15:00,2023-03-20 22:18:00,Completed,Moderate Efficiency
J369,M04,Grinding,1.6,76,5.98,90,2023-03-20 21:20:00,2023-03-20 22:36:00,2023-03-20 21:15:00,2023-03-20 22:31:00,Completed,Low Efficiency
J370,M04,Milling,4.43,47,14.26,92,2023-03-20 21:30:00,2023-03-20 22:17:00,,,Failed,Low Efficiency
J371,M01,Lathe,2.29,32,4.38,88,2023-03-20 21:40:00,2023-03-20 22:12:00,2023-03-20 21:39:00,2023-03-20 22:11:00,Completed,Low Efficiency
J372,M03,Lathe,4.54,78,9.06,82,2023-03-20 21:50:00,2023-03-20 23:08:00,2023-03-20 22:06:00,2023-03-20 23:24:00,Delayed,Low Efficiency
J373,M05,Grinding,1.1,95,4.05,89,2023-03-20 22:00:00,2023-03-20 23:35:00,2023-03-20 21:59:00,2023-03-20 23:34:00,Completed,Low Efficiency
J374,M02,Milling,3.88,48,7.49,98,2023-03-20 22:10:00,2023-03-20 22:58:00,2023-03-20 22:09:00,2023-03-20 22:57:00,Completed,Low Efficiency
J375,M05,Additive,1.59,110,12.16,82,2023-03-20 22:20:00,2023-03-21 00:10:00,,,Failed,Low Efficiency
J376,M04,Drilling,3.87,52,13.19,88,2023-03-20 22:30:00,2023-03-20 23:22:00,2023-03-20 22:25:00,2023-03-20 23:17:00,Completed,Low Efficiency
J377,M02,Milling,2.39,61,6.11,94,2023-03-20 22:40:00,2023-03-20 23:41:00,2023-03-20 22:43:00,2023-03-20 23:44:00,Completed,High Efficiency
J378,M01,Grinding,1.78,63,4.78,97,2023-03-20 22:50:00,2023-03-20 23:53:00,,,Failed,Low Efficiency
J379,M01,Additive,4.05,47,5.13,81,2023-03-20 23:00:00,2023-03-20 23:47:00,2023-03-20 22:57:00,2023-03-20 23:44:00,Completed,Low Efficiency
J380,M02,Lathe,3.25,46,4.7,98,2023-03-20 23:10:00,2023-03-20 23:56:00,2023-03-20 23:12:00,2023-03-20 23:58:00,Completed,High Efficiency
J381,M01,Additive,1.33,89,7.85,86,2023-03-20 23:20:00,2023-03-21 00:49:00,2023-03-20 23:22:00,2023-03-21 00:51:00,Completed,High Efficiency
J382,M04,Lathe,3.53,72,14.49,99,2023-03-20 23:30:00,2023-03-21 00:42:00,2023-03-20 23:32:00,2023-03-21 00:44:00,Completed,Moderate Efficiency
J383,M01,Lathe,1.09,65,3.68,81,2023-03-20 23:40:00,2023-03-21 00:45:00,2023-03-21 00:01:00,2023-03-21 01:06:00,Delayed,Low Efficiency
J384,M01,Grinding,2.66,50,11.62,91,2023-03-20 23:50:00,2023-03-21 00:40:00,2023-03-20 23:49:00,2023-03-21 00:39:00,Completed,Low Efficiency
J385,M02,Milling,4.75,59,3.65,80,2023-03-21 00:00:00,2023-03-21 00:59:00,2023-03-21 00:00:00,2023-03-21 00:59:00,Completed,High Efficiency
J386,M05,Grinding,2.75,73,5.47,87,2023-03-21 00:10:00,2023-03-21 01:23:00,2023-03-21 00:13:00,2023-03-21 01:26:00,Completed,High Efficiency
J387,M01,Grinding,3.21,42,4.47,99,2023-03-21 00:20:00,2023-03-21 01:02:00,2023-03-21 00:16:00,2023-03-21 00:58:00,Completed,Low Efficiency
J388,M05,Milling,1.2,24,11.46,97,2023-03-21 00:30:00,2023-03-21 00:54:00,2023-03-21 00:28:00,2023-03-21 00:52:00,Completed,Low Efficiency
J389,M01,Additive,4.56,71,9.02,83,2023-03-21 00:40:00,2023-03-21 01:51:00,2023-03-21 00:40:00,2023-03-21 01:51:00,Completed,High Efficiency
J390,M04,Grinding,3.63,76,11.35,93,2023-03-21 00:50:00,2023-03-21 02:06:00,2023-03-21 01:04:00,2023-03-21 02:20:00,Delayed,Low Efficiency
J391,M03,Lathe,2.59,35,4.83,83,2023-03-21 01:00:00,2023-03-21 01:35:00,2023-03-21 00:58:00,2023-03-21 01:33:00,Completed,Low Efficiency
J392,M01,Milling,2.92,96,10.86,87,2023-03-21 01:10:00,2023-03-21 02:46:00,2023-03-21 01:06:00,2023-03-21 02:42:00,Completed,Low Efficiency
J393,M01,Grinding,2.96,69,2.09,95,2023-03-21 01:20:00,2023-03-21 02:29:00,2023-03-21 01:17:00,2023-03-21 02:26:00,Completed,Low Efficiency
J394,M02,Milling,2.5,74,10.7,96,2023-03-21 01:30:00,2023-03-21 02:44:00,2023-03-21 01:32:00,2023-03-21 02:46:00,Completed,Moderate Efficiency
J395,M03,Lathe,2.89,66,13.0,87,2023-03-21 01:40:00,2023-03-21 02:46:00,2023-03-21 01:37:00,2023-03-21 02:43:00,Completed,Low Efficiency
J396,M02,Milling,1.98,67,6.88,89,2023-03-21 01:50:00,2023-03-21 02:57:00,2023-03-21 01:46:00,2023-03-21 02:53:00,Completed,Low Efficiency
J397,M05,Lathe,4.28,23,8.52,81,2023-03-21 02:00:00,2023-03-21 02:23:00,,,Failed,Low Efficiency
J398,M01,Grinding,4.09,82,13.87,86,2023-03-21 02:10:00,2023-03-21 03:32:00,2023-03-21 02:09:00,2023-03-21 03:31:00,Completed,Low Efficiency
J399,M05,Additive,4.76,80,12.18,91,2023-03-21 02:20:00,2023-03-21 03:40:00,2023-03-21 02:19:00,2023-03-21 03:39:00,Completed,Low Efficiency
J400,M02,Grinding,4.34,24,2.23,95,2023-03-21 02:30:00,2023-03-21 02:54:00,2023-03-21 03:00:00,2023-03-21 03:24:00,Delayed,Low Efficiency
J401,M04,Grinding,4.27,49,8.1,96,2023-03-21 02:40:00,2023-03-21 03:29:00,,,Failed,Low Efficiency
J402,M04,Milling,2.94,113,10.78,94,2023-03-21 02:50:00,2023-03-21 04:43:00,2023-03-21 02:48:00,2023-03-21 04:41:00,Completed,Low Efficiency
J403,M05,Grinding,2.07,113,11.6,96,2023-03-21 03:00:00,2023-03-21 04:53:00,2023-03-21 03:02:00,2023-03-21 04:55:00,Completed,Moderate Efficiency
J404,M01,Milling,1.16,89,11.11,96,2023-03-21 03:10:00,2023-03-21 04:39:00,2023-03-21 03:24:00,2023-03-21 04:53:00,Delayed,Low Efficiency
J405,M03,Drilling,3.04,100,8.05,88,2023-03-21 03:20:00,2023-03-21 05:00:00,2023-03-21 03:24:00,2023-03-21 05:04:00,Completed,Moderate Efficiency
J406,M02,Drilling,1.32,87,3.5,83,2023-03-21 03:30:00,2023-03-21 04:57:00,2023-03-21 03:30:00,2023-03-21 04:57:00,Completed,High Efficiency
J407,M02,Drilling,4.92,120,11.91,90,2023-03-21 03:40:00,2023-03-21 05:40:00,2023-03-21 04:06:00,2023-03-21 06:06:00,Delayed,Low Efficiency
J408,M03,Drilling,1.42,54,7.62,88,2023-03-21 03:50:00,2023-03-21 04:44:00,2023-03-21 03:52:00,2023-03-21 04:46:00,Completed,High Efficiency
J409,M05,Grinding,2.94,31,12.64,84,2023-03-21 04:00:00,2023-03-21 04:31:00,2023-03-21 04:14:00,2023-03-21 04:45:00,Delayed,Low Efficiency
J410,M05,Milling,3.4,93,2.77,91,2023-03-21 04:10:00,2023-03-21 05:43:00,2023-03-21 04:14:00,2023-03-21 05:47:00,Completed,High Efficiency
J411,M03,Grinding,2.37,96,12.16,91,2023-03-21 04:20:00,2023-03-21 05:56:00,2023-03-21 04:44:00,2023-03-21 06:20:00,Delayed,Low Efficiency
J412,M01,Lathe,4.53,46,2.94,83,2023-03-21 04:30:00,2023-03-21 05:16:00,2023-03-21 04:47:00,2023-03-21 05:33:00,Delayed,Low Efficiency
J413,M04,Grinding,1.53,22,4.23,98,2023-03-21 04:40:00,2023-03-21 05:02:00,2023-03-21 04:39:00,2023-03-21 05:01:00,Completed,Low Efficiency
J414,M03,Grinding,3.26,31,2.08,90,2023-03-21 04:50:00,2023-03-21 05:21:00,2023-03-21 05:03:00,2023-03-21 05:34:00,Delayed,Low Efficiency
J415,M02,Lathe,1.15,33,7.35,92,2023-03-21 05:00:00,2023-03-21 05:33:00,2023-03-21 05:25:00,2023-03-21 05:58:00,Delayed,Low Efficiency
J416,M01,Additive,3.38,107,11.97,97,2023-03-21 05:10:00,2023-03-21 06:57:00,2023-03-21 05:05:00,2023-03-21 06:52:00,Completed,Low Efficiency
J417,M01,Drilling,4.98,50,6.94,91,2023-03-21 05:20:00,2023-03-21 06:10:00,,,Failed,Low Efficiency
J418,M04,Grinding,1.35,40,8.17,86,2023-03-21 05:30:00,2023-03-21 06:10:00,2023-03-21 05:32:00,2023-03-21 06:12:00,Completed,High Efficiency
J419,M05,Lathe,1.3,43,13.53,80,2023-03-21 05:40:00,2023-03-21 06:23:00,2023-03-21 05:43:00,2023-03-21 06:26:00,Completed,Moderate Efficiency
J420,M02,Additive,3.69,115,12.24,85,2023-03-21 05:50:00,2023-03-21 07:45:00,2023-03-21 05:47:00,2023-03-21 07:42:00,Completed,Low Efficiency
J421,M02,Milling,4.3,96,9.69,82,2023-03-21 06:00:00,2023-03-21 07:36:00,2023-03-21 05:56:00,2023-03-21 07:32:00,Completed,Low Efficiency
J422,M01,Additive,1.49,119,6.31,87,2023-03-21 06:10:00,2023-03-21 08:09:00,2023-03-21 06:08:00,2023-03-21 08:07:00,Completed,Low Efficiency
J423,M05,Grinding,3.04,105,12.92,89,2023-03-21 06:20:00,2023-03-21 08:05:00,2023-03-21 06:35:00,2023-03-21 08:20:00,Delayed,Low Efficiency
J424,M01,Milling,1.35,64,8.93,86,2023-03-21 06:30:00,2023-03-21 07:34:00,,,Failed,Low Efficiency
J425,M02,Drilling,4.96,110,10.48,91,2023-03-21 06:40:00,2023-03-21 08:30:00,2023-03-21 06:58:00,2023-03-21 08:48:00,Delayed,Low Efficiency
J426,M05,Milling,4.02,74,7.11,92,2023-03-21 06:50:00,2023-03-21 08:04:00,2023-03-21 07:17:00,2023-03-21 08:31:00,Delayed,Low Efficiency
J427,M05,Milling,3.79,64,10.25,98,2023-03-21 07:00:00,2023-03-21 08:04:00,2023-03-21 06:56:00,2023-03-21 08:00:00,Completed,Low Efficiency
J428,M05,Milling,3.22,37,11.13,88,2023-03-21 07:10:00,2023-03-21 07:47:00,2023-03-21 07:09:00,2023-03-21 07:46:00,Completed,Low Efficiency
J429,M01,Drilling,4.36,60,13.16,89,2023-03-21 07:20:00,2023-03-21 08:20:00,2023-03-21 07:19:00,2023-03-21 08:19:00,Completed,Low Efficiency
J430,M05,Lathe,3.39,44,12.69,85,2023-03-21 07:30:00,2023-03-21 08:14:00,2023-03-21 07:31:00,2023-03-21 08:15:00,Completed,Moderate Efficiency
J431,M01,Grinding,2.09,48,2.15,82,2023-03-21 07:40:00,2023-03-21 08:28:00,2023-03-21 07:39:00,2023-03-21 08:27:00,Completed,Low Efficiency
J432,M03,Lathe,3.14,105,12.39,96,2023-03-21 07:50:00,2023-03-21 09:35:00,2023-03-21 08:03:00,2023-03-21 09:48:00,Delayed,Low Efficiency
J433,M04,Milling,1.52,46,9.54,89,2023-03-21 08:00:00,2023-03-21 08:46:00,2023-03-21 07:56:00,2023-03-21 08:42:00,Completed,Low Efficiency
J434,M05,Grinding,3.21,87,14.22,80,2023-03-21 08:10:00,2023-03-21 09:37:00,2023-03-21 08:13:00,2023-03-21 09:40:00,Completed,Moderate Efficiency
J435,M02,Grinding,4.42,51,4.84,80,2023-03-21 08:20:00,2023-03-21 09:11:00,2023-03-21 08:25:00,2023-03-21 09:16:00,Completed,High Efficiency
J436,M04,Drilling,3.55,59,3.27,98,2023-03-21 08:30:00,2023-03-21 09:29:00,2023-03-21 08:49:00,2023-03-21 09:48:00,Delayed,Low Efficiency
J437,M05,Additive,4.6,57,11.57,88,2023-03-21 08:40:00,2023-03-21 09:37:00,2023-03-21 08:39:00,2023-03-21 09:36:00,Completed,Low Efficiency
J438,M04,Drilling,4.6,109,14.03,83,2023-03-21 08:50:00,2023-03-21 10:39:00,2023-03-21 09:16:00,2023-03-21 11:05:00,Delayed,Low Efficiency
J439,M02,Drilling,3.4,115,7.11,97,2023-03-21 09:00:00,2023-03-21 10:55:00,2023-03-21 09:30:00,2023-03-21 11:25:00,Delayed,Low Efficiency
J440,M04,Lathe,3.57,98,2.65,80,2023-03-21 09:10:00,2023-03-21 10:48:00,2023-03-21 09:14:00,2023-03-21 10:52:00,Completed,High Efficiency
J441,M04,Drilling,2.83,62,4.8,86,2023-03-21 09:20:00,2023-03-21 10:22:00,,,Failed,Low Efficiency
J442,M05,Drilling,2.77,97,3.62,87,2023-03-21 09:30:00,2023-03-21 11:07:00,2023-03-21 09:27:00,2023-03-21 11:04:00,Completed,Low Efficiency
J443,M03,Lathe,2.1,109,12.1,97,2023-03-21 09:40:00,2023-03-21 11:29:00,2023-03-21 09:41:00,2023-03-21 11:30:00,Completed,Moderate Efficiency
J444,M03,Grinding,4.32,56,14.6,83,2023-03-21 09:50:00,2023-03-21 10:46:00,2023-03-21 09:54:00,2023-03-21 10:50:00,Completed,Moderate Efficiency
J445,M04,Lathe,3.54,56,5.06,98,2023-03-21 10:00:00,2023-03-21 10:56:00,2023-03-21 09:56:00,2023-03-21 10:52:00,Completed,Low Efficiency
J446,M03,Lathe,2.2,62,10.68,97,2023-03-21 10:10:00,2023-03-21 11:12:00,,,Failed,Low Efficiency
J447,M01,Milling,3.02,73,3.13,87,2023-03-21 10:20:00,2023-03-21 11:33:00,2023-03-21 10:20:00,2023-03-21 11:33:00,Completed,Optimal Efficiency
J448,M05,Drilling,4.17,54,12.99,84,2023-03-21 10:30:00,2023-03-21 11:24:00,2023-03-21 10:33:00,2023-03-21 11:27:00,Completed,Moderate Efficiency
J449,M01,Grinding,4.65,118,3.42,89,2023-03-21 10:40:00,2023-03-21 12:38:00,2023-03-21 10:40:00,2023-03-21 12:38:00,Completed,High Efficiency
J450,M05,Milling,4.11,95,4.55,92,2023-03-21 10:50:00,2023-03-21 12:25:00,2023-03-21 11:16:00,2023-03-21 12:51:00,Delayed,Low Efficiency
J451,M01,Grinding,4.92,109,9.01,92,2023-03-21 11:00:00,2023-03-21 12:49:00,2023-03-21 11:10:00,2023-03-21 12:59:00,Delayed,Low Efficiency
J452,M02,Drilling,1.82,110,7.81,99,2023-03-21 11:10:00,2023-03-21 13:00:00,2023-03-21 11:15:00,2023-03-21 13:05:00,Completed,Moderate Efficiency
J453,M03,Additive,3.78,113,5.09,91,2023-03-21 11:20:00,2023-03-21 13:13:00,2023-03-21 11:24:00,2023-03-21 13:17:00,Completed,High Efficiency
J454,M03,Additive,4.44,55,6.99,91,2023-03-21 11:30:00,2023-03-21 12:25:00,2023-03-21 11:52:00,2023-03-21 12:47:00,Delayed,Low Efficiency
J455,M01,Grinding,3.88,107,2.35,92,2023-03-21 11:40:00,2023-03-21 13:27:00,2023-03-21 11:42:00,2023-03-21 13:29:00,Completed,High Efficiency
J456,M05,Drilling,4.58,75,7.59,83,2023-03-21 11:50:00,2023-03-21 13:05:00,2023-03-21 12:15:00,2023-03-21 13:30:00,Delayed,Low Efficiency
J457,M02,Additive,4.92,101,14.23,93,2023-03-21 12:00:00,2023-03-21 13:41:00,2023-03-21 12:28:00,2023-03-21 14:09:00,Delayed,Low Efficiency
J458,M03,Grinding,4.18,110,12.73,85,2023-03-21 12:10:00,2023-03-21 14:00:00,2023-03-21 12:09:00,2023-03-21 13:59:00,Completed,Low Efficiency
J459,M02,Grinding,4.68,93,10.61,83,2023-03-21 12:20:00,2023-03-21 13:53:00,2023-03-21 12:21:00,2023-03-21 13:54:00,Completed,Moderate Efficiency
J460,M04,Grinding,4.89,105,4.74,87,2023-03-21 12:30:00,2023-03-21 14:15:00,2023-03-21 12:28:00,2023-03-21 14:13:00,Completed,Low Efficiency
J461,M02,Drilling,4.06,50,9.95,97,2023-03-21 12:40:00,2023-03-21 13:30:00,2023-03-21 12:41:00,2023-03-21 13:31:00,Completed,Moderate Efficiency
J462,M05,Grinding,4.34,46,7.51,80,2023-03-21 12:50:00,2023-03-21 13:36:00,2023-03-21 13:02:00,2023-03-21 13:48:00,Delayed,Low Efficiency
J463,M02,Grinding,2.31,28,13.03,80,2023-03-21 13:00:00,2023-03-21 13:28:00,2023-03-21 12:55:00,2023-03-21 13:23:00,Completed,Low Efficiency
J464,M02,Lathe,1.46,92,2.84,98,2023-03-21 13:10:00,2023-03-21 14:42:00,2023-03-21 13:05:00,2023-03-21 14:37:00,Completed,Low Efficiency
J465,M01,Milling,4.19,28,2.46,89,2023-03-21 13:20:00,2023-03-21 13:48:00,,,Failed,Low Efficiency
J466,M01,Milling,4.8,21,11.49,83,2023-03-21 13:30:00,2023-03-21 13:51:00,2023-03-21 13:30:00,2023-03-21 13:51:00,Completed,Moderate Efficiency
J467,M01,Grinding,1.76,37,10.63,97,2023-03-21 13:40:00,2023-03-21 14:17:00,2023-03-21 13:38:00,2023-03-21 14:15:00,Completed,Low Efficiency
J468,M05,Milling,1.8,42,9.42,82,2023-03-21 13:50:00,2023-03-21 14:32:00,2023-03-21 13:49:00,2023-03-21 14:31:00,Completed,Low Efficiency
J469,M04,Additive,4.17,119,9.17,92,2023-03-21 14:00:00,2023-03-21 15:59:00,2023-03-21 14:00:00,2023-03-21 15:59:00,Completed,High Efficiency
J470,M05,Drilling,1.8,56,11.98,87,2023-03-21 14:10:00,2023-03-21 15:06:00,2023-03-21 14:14:00,2023-03-21 15:10:00,Completed,Moderate Efficiency
J471,M01,Lathe,1.72,22,2.3,90,2023-03-21 14:20:00,2023-03-21 14:42:00,2023-03-21 14:25:00,2023-03-21 14:47:00,Completed,High Efficiency
J472,M02,Grinding,4.92,79,7.54,98,2023-03-21 14:30:00,2023-03-21 15:49:00,2023-03-21 14:26:00,2023-03-21 15:45:00,Completed,Low Efficiency
J473,M04,Lathe,3.84,80,12.21,81,2023-03-21 14:40:00,2023-03-21 16:00:00,2023-03-21 14:35:00,2023-03-21 15:55:00,Completed,Low Efficiency
J474,M04,Grinding,2.98,52,5.65,82,2023-03-21 14:50:00,2023-03-21 15:42:00,2023-03-21 15:20:00,2023-03-21 16:12:00,Delayed,Low Efficiency
J475,M01,Lathe,2.07,106,8.41,95,2023-03-21 15:00:00,2023-03-21 16:46:00,2023-03-21 15:04:00,2023-03-21 16:50:00,Completed,Moderate Efficiency
J476,M02,Lathe,2.88,83,4.14,86,2023-03-21 15:10:00,2023-03-21 16:33:00,2023-03-21 15:13:00,2023-03-21 16:36:00,Completed,High Efficiency
J477,M01,Drilling,1.23,35,14.52,98,2023-03-21 15:20:00,2023-03-21 15:55:00,2023-03-21 15:15:00,2023-03-21 15:50:00,Completed,Low Efficiency
J478,M05,Milling,3.89,34,7.69,90,2023-03-21 15:30:00,2023-03-21 16:04:00,2023-03-21 15:57:00,2023-03-21 16:31:00,Delayed,Low Efficiency
J479,M02,Milling,4.82,66,3.68,97,2023-03-21 15:40:00,2023-03-21 16:46:00,2023-03-21 15:44:00,2023-03-21 16:50:00,Completed,High Efficiency
J480,M01,Grinding,2.3,54,5.21,81,2023-03-21 15:50:00,2023-03-21 16:44:00,2023-03-21 15:45:00,2023-03-21 16:39:00,Completed,Low Efficiency
J481,M01,Grinding,1.84,38,8.81,80,2023-03-21 16:00:00,2023-03-21 16:38:00,2023-03-21 16:20:00,2023-03-21 16:58:00,Delayed,Low Efficiency
J482,M02,Additive,2.88,73,5.99,91,2023-03-21 16:10:00,2023-03-21 17:23:00,2023-03-21 16:12:00,2023-03-21 17:25:00,Completed,High Efficiency
J483,M03,Milling,4.0,33,3.04,83,2023-03-21 16:20:00,2023-03-21 16:53:00,2023-03-21 16:17:00,2023-03-21 16:50:00,Completed,Low Efficiency
J484,M04,Additive,1.43,111,6.81,90,2023-03-21 16:30:00,2023-03-21 18:21:00,2023-03-21 16:25:00,2023-03-21 18:16:00,Completed,Low Efficiency
J485,M03,Lathe,3.38,34,9.0,95,2023-03-21 16:40:00,2023-03-21 17:14:00,2023-03-21 16:36:00,2023-03-21 17:10:00,Completed,Low Efficiency
J486,M03,Grinding,2.91,53,8.12,84,2023-03-21 16:50:00,2023-03-21 17:43:00,2023-03-21 16:48:00,2023-03-21 17:41:00,Completed,Low Efficiency
J487,M01,Lathe,3.23,100,9.22,93,2023-03-21 17:00:00,2023-03-21 18:40:00,2023-03-21 17:27:00,2023-03-21 19:07:00,Delayed,Low Efficiency
J488,M05,Milling,2.1,95,5.58,92,2023-03-21 17:10:00,2023-03-21 18:45:00,2023-03-21 17:15:00,2023-03-21 18:50:00,Completed,High Efficiency
J489,M04,Lathe,1.82,37,4.17,93,2023-03-21 17:20:00,2023-03-21 17:57:00,2023-03-21 17:22:00,2023-03-21 17:59:00,Completed,High Efficiency
J490,M05,Grinding,1.69,81,5.42,95,2023-03-21 17:30:00,2023-03-21 18:51:00,2023-03-21 17:31:00,2023-03-21 18:52:00,Completed,High Efficiency
J491,M01,Milling,3.67,36,13.87,91,2023-03-21 17:40:00,2023-03-21 18:16:00,2023-03-21 17:40:00,2023-03-21 18:16:00,Completed,Moderate Efficiency
J492,M04,Additive,3.69,65,5.53,91,2023-03-21 17:50:00,2023-03-21 18:55:00,2023-03-21 17:52:00,2023-03-21 18:57:00,Completed,High Efficiency
